Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet,processed_text
1134,3,0,3,0,1,&#8220;@AriaunaDaVon: Did I just start crying? &#128553;&#128557;&#128514;&#8221; bitch &#128514;&#128514;&#128514;,“ ariaunadavon start crying 😩😭😂 ” bitch 😂😂😂
1135,3,0,3,0,1,&#8220;@Asaprelli_: I hate girls who get drunk &amp; don't turn into hoes fvckin waste of alcohol&#8221; &#128514;&#128557;,“ asaprelli hate girls get drunk dont turn hoes fvckin waste alcohol ” 😂😭
1136,3,0,3,0,1,&#8220;@Ashley_J12: Shout out to my momma cuz she didn't raise no hoe! &#128076;&#128079;&#128588;&#8221;,“ ashleyj12 shout momma cuz didnt raise hoe 👌👏🙌 ”
1137,3,1,0,2,2,"&#8220;@AshlynWynns: I'm a ""mud shark"" because I have black friends. Makes perfect sense. &#128514;&#128557;&#128514;&#128557; #idiotic&#8221; @",“ ashlynwynns im mud shark black friends makes perfect sense 😂😭😂😭 idiotic ”
1138,3,0,0,3,2,&#8220;@Ashton5SOS: An itsy bitsy teeny weeny yellow pock-a-dot bikini&#8221; Polk Ashton. Polk,“ ashton5sos itsy bitsy teeny weeny yellow pockadot bikini ” polk ashton polk
1139,3,0,2,1,1,&#8220;@Attractive_Bad: Yes Iam single I don't mess or talk to anyone . &#128524; no hoes just me &#128076;&#8221;,“ attractivebad yes iam single dont mess talk anyone 😌 hoes 👌 ”
1141,3,0,0,3,2,&#8220;@AustinMahone: just got a new fish it's albino and I named him shaquita #yee&#8221; bahaha,“ austinmahone got new fish albino named shaquita yee ” bahaha
1142,3,0,3,0,1,"&#8220;@AyoO_Fettii: My Anaconda Don't 
My Anaconda Don't
My Anaconda Don't
Want None Unless You Got GOALS Hun &#58143;&#58113;&#128213;&#128218;&#128176;&#127969;&#128107;&#128141;&#8221; Smh . White Ass niggah .",“ ayoofettii anaconda dont anaconda dont anaconda dont want none unless got goals hun 📕📚💰🏡👫💍 ” smh white ass niggah
1143,3,0,3,0,1,&#8220;@AyyyeThatsChubb: I wish i had my dad in my life but the bitch ass nigga still think im not his child!&#8221; LMFAOOOO but damn that's sad cuh !,“ ayyyethatschubb wish dad life bitch ass nigga still think im child ” lmfaoooo damn thats sad cuh
1144,3,0,3,0,1,&#8220;@BEARly_sober Hoes really do b birds man &#128557;&#8221;this new to you?,“ bearlysober hoes really b birds man 😭 ” new
1145,3,0,3,0,1,"&#8220;@BIGHOMIEMARKIE: &#8220;@1017_Sqquad: &#8220;@TODDIE_soPLAYER: @_Raygine bitch get out dem feelings and get some new dick&#128514;&#128514;&#128514; ""&#128064;&#128550;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128128;&#8221;&#128514;&#128514;&#8221;&#128128;&#128128;&#128128;&#128514;",“ bighomiemarkie “ 1017sqquad “ toddiesoplayer raygine bitch get dem feelings get new dick😂😂😂 👀😦😂😂😂😂😂😂😂😂😂😂💀 ” 😂😂 ” 💀💀💀😂
1146,3,0,3,0,1,&#8220;@BINDLE13: My momma aint raise no hoe&#8221;,“ bindle13 momma aint raise hoe ”
1147,3,0,3,0,1,&#8220;@BSBHForum: #BeatTheHabs #NYR http://t.co/okvhWHy3Vh&#8221; @CanadiensMTL #pussy,“ bsbhforum beatthehabs nyr httptcookvhwhy3vh ” canadiensmtl pussy
1148,3,0,3,0,1,&#8220;@B_Davis0529: SMDH Eagles fans. You a bitch! RT @MikeMiss975: Hey Giants fans: Victor Cruz is over. Dance to that.&#8221; Hey watch it,“ bdavis0529 smdh eagles fans bitch rt mikemiss975 hey giants fans victor cruz dance ” hey watch
1149,3,0,3,0,1,"&#8220;@BaabyD_: ""cause i look great bitch, fuck you mean?"" &#128557;&#128514;&#128514;&#8221;",“ baabyd cause look great bitch fuck mean 😭😂😂 ”
1150,3,0,3,0,1,&#8220;@Badazz_jspates: I'm suppose to eat yo booty bitch wym&#8221; &#128557;&#128557;&#128557;,“ badazzjspates im suppose eat yo booty bitch wym ” 😭😭😭
1151,3,0,3,0,1,"&#8220;@Banqq_Jayy: ""@1Jayee: &#8220;@ItsKeeJay: I can't remember all the girls I've smashed &#128563;&#128584;&#8221; On God.&#128588;""hoe shit&#8221; Not technically, it takes &#9996;&#65039;.",“ banqqjayy 1jayee “ itskeejay cant remember girls ive smashed 😳🙈 ” god🙌hoe shit ” technically takes ✌️
1152,3,0,2,1,1,&#8220;@BarryClerjuste: I cried like a bitch after my first breakup. Never loved again lol&#8221;,“ barryclerjuste cried like bitch first breakup never loved lol ”
1153,3,0,1,2,2,&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston,“ basebaiivines michael pineda hides pine taron neck httptcopjrkjeay6h ” fact yankees cheat 👍👍👍 go red sox boston
1154,3,0,3,0,1,&#8220;@BasedChasen: Chad Jordan in this bitch&#8221; I'm crying,“ basedchasen chad jordan bitch ” im crying
1155,3,0,3,0,1,"&#8220;@BasedChasen: Grandmas always b asking you ""Do you have a girlfriend???"" No....I got hoes tf you mean&#8221; real shit.",“ basedchasen grandmas always b asking girlfriend noi got hoes tf mean ” real shit
1156,3,1,2,0,1,"&#8220;@BasedDevJay: bruh i'm telling you if she got 
zebra print bed sheets 9/10 she a hoe&#8221; @rachel_dority &#128514;&#128514;&#128514;",“ baseddevjay bruh im telling got zebra print bed sheets 910 hoe ” racheldority 😂😂😂
1157,3,0,3,0,1,&#8220;@BeardedGemini: &#8220;@GinaSanabria_: I have no hoes because yah nigga ain't shit&#8221;&#8221;,“ beardedgemini “ ginasanabria hoes yah nigga aint shit ” ”
1158,3,0,3,0,1,&#8220;@BeautiifulVixen: Bitches love throwing that irrelevant shade &#9995;&#128553; go sit lil bitch .&#8221;&#128175;&#128175;&#128175;,“ beautiifulvixen bitches love throwing irrelevant shade ✋😩 go sit lil bitch ” 💯💯💯
1159,3,0,0,3,2,&#8220;@BeautyOfASinner: So they really deleted flappy bird from the App Store cus someone killed themselves over it &#128514;&#8221; foreal foreal ?? &#128561;&#128557;,“ beautyofasinner really deleted flappy bird app store cus someone killed 😂 ” foreal foreal 😱😭
1160,3,0,3,0,1,"&#8220;@BeenSlimm: Too many ""lil niggas"" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes",“ beenslimm many lil niggas tl httptcovqgezmmwws ” boosie got hoes
1161,9,1,8,0,1,"&#8220;@Benkasso: I'll beat the pussy up, that's a hook right thur&#8221; &#128064;",“ benkasso ill beat pussy thats hook right thur ” 👀
1162,3,0,0,3,2,&#8220;@BestOfAds: Rape? Cannibalism? You Won't Recognize The Original Versions Of These Fairy Tales http://t.co/PrnJ8EFAoi&#8221; man wtf,“ bestofads rape cannibalism wont recognize original versions fairy tales httptcoprnj8efaoi ” man wtf
1163,3,0,2,1,1,&#8220;@BetterAreTulips: Jose ur mean :/&#8221; I said ily stfu hoe,“ betteraretulips jose ur mean ” said ily stfu hoe
1164,3,0,3,0,1,&#8220;@BetterAreTulips: girls are fucking retarded my back started cramping up man&#8221; it's the double d's,“ betteraretulips girls fucking retarded back started cramping man ” double ds
1165,3,0,2,1,1,"&#8220;@BigMamaaTee: There's a difference between being actually crazy &amp; aspiring crazy&#8221; real shit . I can't stand ""fake crazy"" bitches",“ bigmamaatee theres difference actually crazy aspiring crazy ” real shit cant stand fake crazy bitches
1166,3,0,3,0,1,&#8220;@BillieBoyMitch: @VSamone man I was bouta text all the bitches that ever told me that &#128514;&#8221;lmao you should,“ billieboymitch vsamone man bouta text bitches ever told 😂 ” lmao
1167,3,2,1,0,0,"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi""",“ bixxhmakemerich u ask every bitch gay ” bi
1168,3,0,2,1,1,&#8220;@Black_Angelo25: First time with 3. Lol http://t.co/mITmFPvVLw&#8221; yuhhhh we hit that hoe!!,“ blackangelo25 first time 3 lol httptcomitmfpvvlw ” yuhhhh hit hoe
1169,3,1,2,0,1,"&#8220;@BlizzyLC: @Vice504fly u need to be in someone's church negro!&#8221;ur absolutely right, but I work Sunday's but still no excuse.",“ blizzylc vice504fly u need someones church negro ” ur absolutely right work sundays still excuse
1170,3,0,3,0,1,&#8220;@BlizzyLC: Police just tried to Rodney King a nigga...&#8221;happen to my nig out here,“ blizzylc police tried rodney king nigga ” happen nig
1171,3,0,3,0,1,"&#8220;@BlueEyeBeaner: Vienna sausage clit http://t.co/YY1Gj6oeds&#8221; 

I suck dat bitch. Don&#8217;t y&#8217;all eva believe a colored man don&#8217;t eat no pussay",“ blueeyebeaner vienna sausage clit httptcoyy1gj6oeds ” suck dat bitch ’ ’ eva believe colored man ’ eat pussay
1172,3,1,2,0,1,"&#8220;@BlueEyeBeaner: lesbian pussy taste like rainbow trout!&#8221;

#lezzzbehonest",“ blueeyebeaner lesbian pussy taste like rainbow trout ” lezzzbehonest
1173,3,0,0,3,2,&#8220;@BobbyBudnic Oxtails and yellow rice is blasphemy&#8221; boneless,“ bobbybudnic oxtails yellow rice blasphemy ” boneless
1175,3,0,3,0,1,&#8220;@Boobah_: What's the symptoms for Ebola? My stomach been hurting b. I'm nervous&#8221;bitch you better not be we was drinking out same bottle,“ boobah whats symptoms ebola stomach hurting b im nervous ” bitch better drinking bottle
1176,3,1,2,0,1,&#8220;@BookerTweet_: There's starving children in Africa but this bitch using bananas to plug her butt hole smh http://t.co/DjPgA7QAy5&#8221; wtf?&#128514;&#128514;,“ bookertweet theres starving children africa bitch using bananas plug butt hole smh httptcodjpga7qay5 ” wtf😂😂
1177,6,0,6,0,1,&#8220;@Bossman_Carl: I just wanna do something for somebody&#8221;boy sound desperate than hoe how you bout you start off and flat that nose of yours,“ bossmancarl wan na something somebody ” boy sound desperate hoe bout start flat nose
1178,3,0,3,0,1,&#8220;@BrauC_O_DramA: Hate an overly hood girl... Aye hoe... We not listening to Keef all night &#128514;&#128514;&#8221; &#128514;&#128514;&#128514; I feel you,“ braucodrama hate overly hood girl aye hoe listening keef night 😂😂 ” 😂😂😂 feel
1179,3,0,3,0,1,"&#8220;@Bre_ah_na: @what_evaittakes it's too early, don't annoy me&#8221;&#128563; don't come back from ya fun filled weekend and give me attitude hoe",“ breahna whatevaittakes early dont annoy ” 😳 dont come back ya fun filled weekend give attitude hoe
1180,3,0,3,0,1,"&#8220;@BreadTruckkBri: These hoes gon come &amp;&amp; go, i feel it.&#8221;",“ breadtruckkbri hoes gon come go feel ”
1181,3,0,3,0,1,"&#8220;@BroCulture: When life knocks you down, stand the fuck up and say ""You hit like a little bitch.""&#8221;",“ broculture life knocks stand fuck say hit like little bitch ”
1182,3,0,3,0,1,"&#8220;@BurgerKing: Tweet how you #WatchLikeaKing. http://t.co/jrgG9Eq4Xv&#8221;

I #WatchLikeaKing fo da colored folk dying from dis shit food",“ burgerking tweet watchlikeaking httptcojrgg9eq4xv ” watchlikeaking fo da colored folk dying dis shit food
1183,3,1,0,2,2,"&#8220;@BurgerKing: What&#8217;s going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing http://t.co/aBam30gSk4&#8221;

Dis make colored folk happy",“ burgerking ’ going pick selectionsunday 2for5 watchlikeaking httptcoabam30gsk4 ” dis make colored folk happy
1184,3,0,3,0,1,&#8220;@CALL_ME_KiTTiE: @what_evaittakes haha imma catch Ebola Trynna keep myself warm lol&#8221;&#128514;&#128514;&#128514; ewww bitch well stay far away from me,“ callmekittie whatevaittakes haha imma catch ebola trynna keep warm lol ” 😂😂😂 ewww bitch well stay far away
1185,6,0,6,0,1,&#8220;@CMRE24 &#8220;Sum wrong with the pussy&#8221;- Sweets&#8221;smh,“ cmre24 “ sum wrong pussy ” sweets ” smh
1186,3,0,1,2,2,"&#8220;@CMRE24 wasn&#8217;t that great to me either RT @Ahki117: ""Equalizer"" was trash Denzel officially washed bruh&#8221;neither was flight",“ cmre24 ’ great either rt ahki117 equalizer trash denzel officially washed bruh ” neither flight
1187,3,0,2,1,1,&#8220;@CRISTIAN__Dior: &#8220;@JoshRaggs: @WeDont_SmokeREG @CRISTIAN__Dior you tweaking rich homie is trash&#8221; you damn near still listen to lil b&#8221; wow &#128553;,“ cristiandior “ joshraggs wedontsmokereg cristiandior tweaking rich homie trash ” damn near still listen lil b ” wow 😩
1188,3,0,1,2,2,&#8220;@CRYaboutitNIGGA: I get paid too chill.&#8221; Share the wealth Lil nicca,“ cryaboutitnigga get paid chill ” share wealth lil nicca
1189,3,0,3,0,1,&#8220;@Caiivs: On some real shit if I catch this bitch it's game on.&#8221;,“ caiivs real shit catch bitch game ”
1190,3,1,2,0,1,&#8220;@CakeMamaa: Y'all hoes messy on god !&#8221;nbs&#128064;,“ cakemamaa yall hoes messy god ” nbs👀
1191,3,0,3,0,1,"&#8220;@CallMeGb__: ""@BrittNaomi_: LMAO RT @ElEpicoRu: Tempted to send this http://t.co/ouc9KE3SCN"" ""fuckin hoe"" lmao&#8221;&#128557;&#128557;",“ callmegb brittnaomi lmao rt elepicoru tempted send httptcoouc9ke3scn fuckin hoe lmao ” 😭😭
1192,3,0,3,0,1,&#8220;@CallNeeshCakey: I wanna go to this lil shit tonight...but the way how bitches faces be set up ...I be wantin to slap em when I see them&#8221;&#128553;&#128557;,“ callneeshcakey wan na go lil shit tonightbut way bitches faces set wantin slap em see ” 😩😭
1193,3,1,2,0,1,&#8220;@CallNeeshCakey: Kannie &amp; Vonnie some Tiny ass bitches&#128557;&#128557;&#128557;&#8221;&#128557;&#128079;&#128079; I HATED when you and crissi started calling us little body bitches in Hawaii,“ callneeshcakey kannie vonnie tiny ass bitches😭😭😭 ” 😭👏👏 hated crissi started calling us little body bitches hawaii
1194,3,0,0,3,2,&#8220;@CaptainYankee2: Two of the best Yankees Derek Jeter and Joe Torre #JoeTorreDay http://t.co/XMyxfDBKOX&#8221; @jordan_luree,“ captainyankee2 two best yankees derek jeter joe torre joetorreday httptcoxmyxfdbkox ” jordanluree
1195,3,0,3,0,1,&#8220;@CauseWereGuys: One wrong move and consider your bitch mine http://t.co/01VJZqnaHh&#8221; @its_gabbyElla @Lyssa_Rae16,“ causewereguys one wrong move consider bitch mine httptco01vjzqnahh ” itsgabbyella lyssarae16
1196,3,0,3,0,1,&#8220;@CayMarieee: &#8220;@WhereYoHussleAt: @CayMarieee bitch&#8221; what u gone say bitch for. We're on the phone bitch.&#8221; Cuz to the let these Mfs know &#128514;,“ caymarieee “ whereyohussleat caymarieee bitch ” u gone say bitch phone bitch ” cuz let mfs know 😂
1197,3,0,3,0,1,"&#8220;@CayMarieee: I really hate this bitch, but she knows me best &#128149;&#128153;&#8221;",“ caymarieee really hate bitch knows best 💕💙 ”
1198,3,0,3,0,1,&#8220;@CelebovickOTF: I hate a bitch that like to argue n shyt....:-)&#8221;,“ celebovickotf hate bitch like argue n shyt ”
1199,3,0,3,0,1,"&#8220;@ChanelleLeee: you boney little hoe ""@wizkhalifa: Smile for the day. http://t.co/DcXdFtjSjt&#8221;&#8221;

This is funny? :/",“ chanelleleee boney little hoe wizkhalifa smile day httptcodcxdftjsjt ” ” funny
1200,3,0,3,0,1,"&#8220;@CharlieDayQuote: Viet-goddamn-nam, that's what happened! Go get me a beer, bitch!&#8221; @John_Colman",“ charliedayquote vietgoddamnnam thats happened go get beer bitch ” johncolman
1201,3,0,2,1,1,&#8220;@Cheddar85: Got the carburetor foyer my #chevy c10 being rebuilt by my #redneck friend ... everybodys got one!!&#8221; I need 1 they can build,“ cheddar85 got carburetor foyer chevy c10 rebuilt redneck friend everybodys got one ” need 1 build
1202,3,1,2,0,1,&#8220;@CheyaGurr: @A_Mitchellll13 ur seriously a fag&#8221;don't hate,“ cheyagurr amitchellll13 ur seriously fag ” dont hate
1203,3,0,3,0,1,&#8220;@Chhicoo: @VSamone stupid bitch!&#8221; http://t.co/K7MyvFlWFg,“ chhicoo vsamone stupid bitch ” httptcok7myvflwfg
1204,3,1,2,0,1,&#8220;@Chris_cooper907: @AK_Mueller @B_Reason18 its Brandon motherfucking reason.&#8221; He's a bitch nigga,“ chriscooper907 akmueller breason18 brandon motherfucking reason ” hes bitch nigga
1205,3,0,3,0,1,"&#8220;@Chrissy_Cindy: ""WAKA TAMMY JUST GOT HER ASS BEAT""... http://t.co/9in5IysnpI&#8221; Ctfu how Niggas be they don't ever have they bitch back &#128514;&#128514;",“ chrissycindy waka tammy got ass beat httptco9in5iysnpi ” ctfu niggas dont ever bitch back 😂😂
1206,3,0,3,0,1,"&#8220;@Chrissy_Cindy: If a bitch tweet ""I lose interest fast"" slide in her DMs cause she a Thot&#8221; good looks",“ chrissycindy bitch tweet lose interest fast slide dms cause thot ” good looks
1207,3,0,3,0,1,&#8220;@ChrizzyFive: Trying to run game on me u dumb bitch !!&#8221; @ her tho,“ chrizzyfive trying run game u dumb bitch ” tho
1208,3,0,3,0,1,"&#8220;@Chykalet ""I know I must make a lot of ya'll hoes sick &amp; all I can tell you hoes, get used to it bitch!""&#8221;",“ chykalet know must make lot yall hoes sick tell hoes get used bitch ”
1209,3,1,2,0,1,&#8220;@CiddyP_60: I wouldn't trust a male cheerleader @ All cuz .&#8221; Cimarron got one &#128514; &amp; he got ALLLL the bitches,“ ciddyp60 wouldnt trust male cheerleader cuz ” cimarron got one 😂 got allll bitches
1210,3,0,3,0,1,&#8220;@Cinnnthia_: I'm just a bitch for no reason. I think I'm funny sometimes&#8221;,“ cinnnthia im bitch reason think im funny sometimes ”
1211,6,0,6,0,1,&#8220;@CiscoAllDay: @1Bcarter if by marrying her to avoid paying child support is a win then yeah lol&#8221;we don't see the hoes the same &amp; that's ok,“ ciscoallday 1bcarter marrying avoid paying child support win yeah lol ” dont see hoes thats ok
1212,3,0,3,0,1,&#8220;@CiscoAllDay: @1Bcarter one of your side chicks came up 5k&#8221; them bitches know where I live I be hiding from my cuz @MaiaPapayyya_,“ ciscoallday 1bcarter one side chicks came 5k ” bitches know live hiding cuz maiapapayyya
1213,6,0,5,1,1,&#8220;@CiscoAllDay: @1Bcarter you're right I'll take girl on the right over Kim any day http://t.co/nbKHCG0bZq&#8221;can u support that hoe?,“ ciscoallday 1bcarter youre right ill take girl right kim day httptconbkhcg0bzq ” u support hoe
1214,3,0,3,0,1,&#8220;@CiscoAllDay: Fuck all the Heat bandwagon riders... We know who you are&#8221; u sound like the hoes mad they man cheated with a fat booty bitch,“ ciscoallday fuck heat bandwagon riders know ” u sound like hoes mad man cheated fat booty bitch
1215,6,1,5,0,1,"&#8220;@CiscoAllDay: If Miley really got knocked up by Juicy J that shit is wild.... &#128563;&#8221; didn't he say ""u say no to ratchet pussy Juicy J can't""",“ ciscoallday miley really got knocked juicy j shit wild 😳 ” didnt say u say ratchet pussy juicy j cant
1216,6,0,6,0,1,&#8220;@CiscoAllDay: If you have a different dude every other week you might be a hoe... #js&#8221;no your not don't listen to him ladies #DoU,“ ciscoallday different dude every week might hoe js ” dont listen ladies dou
1217,3,0,3,0,1,&#8220;@ClassicPict: http://t.co/ZStrqBpwpw&#8221; shit like this is retarded.,“ classicpict httptcozstrqbpwpw ” shit like retarded
1218,3,0,3,0,1,"&#8220;@CoIlegefessions: ""Finally got a hot bitch to dance on me, came in my pants while she was grinding on me. Lost that chance""UW-Madison&#8221;lmao",“ coilegefessions finally got hot bitch dance came pants grinding lost chanceuwmadison ” lmao
1219,3,0,3,0,1,&#8220;@CodeeJames: That one ex you can't seem to get over&lt;&lt;&lt;&#8221; an is a cunt!!,“ codeejames one ex cant seem get ” cunt
1220,3,0,3,0,1,"&#8220;@CodeineQueeeen: I'm tired of her corny vines, ugly faces, and stupid voices my nigga http://t.co/mstruehtDj&#8221;niggah she's sexy &#128561;",“ codeinequeeeen im tired corny vines ugly faces stupid voices nigga httptcomstruehtdj ” niggah shes sexy 😱
1221,3,0,3,0,1,"&#8220;@Coley_Cee: @lil_aerii @__yhanaaaa @DTHANG_ lmfaoooo, bitch don't start.&#8221; Okay bitch",“ coleycee lilaerii yhanaaaa dthang lmfaoooo bitch dont start ” okay bitch
1222,3,0,3,0,1,&#8220;@Coley_Cee: @lil_aerii helloooo bitch?!&#8221; Bitch no ones available,“ coleycee lilaerii helloooo bitch ” bitch ones available
1223,3,0,3,0,1,&#8220;@Coley_Cee: @lil_aerii upload our pictures&#8221;. Wat pictures bitch,“ coleycee lilaerii upload pictures ” wat pictures bitch
1224,3,0,3,0,1,&#8220;@ComedianSpank: Where the hoes at&#8221; shit u got em,“ comedianspank hoes ” shit u got em
1225,3,0,3,0,1,&#8220;@CommonBlackGirI: bitch that's ham on her face http://t.co/vSRAyShD5Y&#8221; @rachel_dority,“ commonblackgiri bitch thats ham face httptcovsrayshd5y ” racheldority
1226,3,0,1,2,2,&#8220;@CommonBlackGirI: here&#8217;s to all the kids who have never found their name on anything in a souvenir store&#8221; thanks mom for the ghetto name.,“ commonblackgiri ’ kids never found name anything souvenir store ” thanks mom ghetto name
1227,3,0,0,3,2,&#8220;@CommonManKFAN: And that's why mock drafts are a joke my friends.....&#8221;Anyone???,“ commonmankfan thats mock drafts joke friends ” anyone
1228,3,0,3,0,1,&#8220;@Condeezy3: What to do after the game....home alone and nothing to do...someone come chill?:) maybe go swimm&#8221; ima do ya bitch,“ condeezy3 gamehome alone nothing dosomeone come chill maybe go swimm ” ima ya bitch
1230,3,2,1,0,0,"&#8220;@Crowdifornia: We agree... do you? http://t.co/4diz5NKYMN&#8221; FUCK YES, I DO! Send those illegal, wetbacks home!!!",“ crowdifornia agree httptco4diz5nkymn ” fuck yes send illegal wetbacks home
1231,3,0,3,0,1,&#8220;@CuffablePisces: TONY ROMO in my #Top10QBs bitches&#8221; http://t.co/17sA90xG2H,“ cuffablepisces tony romo top10qbs bitches ” httptco17sa90xg2h
1232,3,1,2,0,1,&#8220;@DAMNfuckNEE I just wana eat some food. Drink some liq. Go to this party. And have a bad bitch waitin on a nigga when I return.&#8221;&#8221;,“ damnfucknee wana eat food drink liq go party bad bitch waitin nigga return ” ”
1233,3,0,0,3,2,&#8220;@DIYcookery: Oreo cookies&#128523; http://t.co/8zcjWW56Zz&#8221;bruh &#128525;&#128539;&#128553;,“ diycookery oreo cookies😋 httptco8zcjww56zz ” bruh 😍😛😩
1234,3,0,3,0,1,&#8220;@DJZeeti: RT @DJZeeti: Black bitches turn 60 buy a hat and act like Jesus forgot they was fucking niggas in the park&#8221; LOOOOOL,“ djzeeti rt djzeeti black bitches turn 60 buy hat act like jesus forgot fucking niggas park ” loooool
1235,3,1,2,0,1,"&#8220;@DJ_D_RAC: Fuck driving stick, it's gay as fuck&#8221; shit pussies say",“ djdrac fuck driving stick gay fuck ” shit pussies say
1236,3,0,1,2,2,"&#8220;@DShmee: Tom Brady slowly becoming washed?&#128064;&#8221;

Nah.. His weapons just trash",“ dshmee tom brady slowly becoming washed👀 ” nah weapons trash
1237,3,0,3,0,1,"&#8220;@DStacks__23: If you aint got shit goin for ya self, what bitch gone want you&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;",“ dstacks23 aint got shit goin ya self bitch gone want ” ❗️❗️❗️
1238,3,0,3,0,1,&#8220;@Da_LoveBelow @bdvg_lat @DrTruth247 yall bare hoes yall dnt care bout ??&#8221; I spent my childhood in a wild hood,“ dalovebelow bdvglat drtruth247 yall bare hoes yall dnt care bout ” spent childhood wild hood
1239,3,0,3,0,1,"&#8220;@Damino96: &#8220;I&#8217;m afraid of commitment&#8221; 
-A hoe&#8221;",“ damino96 “ ’ afraid commitment ” hoe ”
1240,3,0,2,1,1,&#8220;@DammitSlimm: ppl who think webbie betta then boosie jus retarded&#8221;,“ dammitslimm ppl think webbie betta boosie jus retarded ”
1241,3,0,2,1,1,&#8220;@Damn_ImTall: Anybody that gets traded straight up for Brandon knight is trash @BrandonJennings&#8221;@BushALMIGHTY,“ damnimtall anybody gets traded straight brandon knight trash brandonjennings ” bushalmighty
1242,3,0,3,0,1,&#8220;@Dat_Bitch_Jay: Omarion ol girl w/ this negative ass vibe ! I hate mamas like her &#128530; hoe need to be &#128165;&#128074;&#128165;&#8221;,“ datbitchjay omarion ol girl w negative ass vibe hate mamas like 😒 hoe need 💥👊💥 ”
1243,3,0,3,0,1,&#8220;@DavetheBrave1: I like how @Virgilio_LLA thinks I'm talking to hoes..HELL NAH! Lol&#8221; my bad I forgot you ain't got hoes like vdawg do,“ davethebrave1 like virgiliolla thinks im talking hoeshell nah lol ” bad forgot aint got hoes like vdawg
1244,3,0,3,0,1,&#8220;@DavetheBrave1: I wish you were here...&#8221; Stop crying bitch I'm omw back already haha,“ davethebrave1 wish ” stop crying bitch im omw back already haha
1245,3,0,2,1,1,"&#8220;@DavetheBrave1: Watching #AttackofTitan on @adultswim&#8221; bro you a HAN for stealing my tweet, bitch ass nigga",“ davethebrave1 watching attackoftitan adultswim ” bro han stealing tweet bitch ass nigga
1246,3,0,2,1,1,&#8220;@Dedicated_03: Wassup twitter &#128518; http://t.co/rNeTkFXm7f&#8221; wassup bitch !!,“ dedicated03 wassup twitter 😆 httptcornetkfxm7f ” wassup bitch
1247,3,0,3,0,1,"&#8220;@DeePaul19: I ain't got no type, white bitches is the only thing that I like!&#8221; #dead &#128514;&#128557;",“ deepaul19 aint got type white bitches thing like ” dead 😂😭
1248,3,0,3,0,1,&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch,“ deeiiggee dog like scratches floor lays hes weird ” buddys normal weird bitch
1249,3,0,0,3,2,&#8220;@Deuce1990: What will the Lakers be after kobe&#8221; trash,“ deuce1990 lakers kobe ” trash
1250,3,0,3,0,1,"&#8220;@DevJayAintShit: these hoes ain't loyal &#128557;

https://t.co/hiMKk7fYxB&#8221;&#128557;",“ devjayaintshit hoes aint loyal 😭 httpstcohimkk7fyxb ” 😭
1251,3,2,1,0,0,"&#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;

- Dis be heaven fo a colored man",“ dickfurari hell ya make malt liquor ads like httptcoh0jgortnf8 ” dis heaven fo colored man
1252,3,0,3,0,1,&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh,“ dipexyrichn hoe crying mugshot ” 😂😂😂😂 bruh
1253,3,0,3,0,1,&#8220;@Ditto_Guwop: All these hoes been passed around to a Cleveland niggah&#8221;,“ dittoguwop hoes passed around cleveland niggah ”
1254,3,1,2,0,1,"&#8220;@DrMalvo: @woods_lamar 

http://t.co/ChNxcPLZWR&#8221;

Hidey hidey hoe! White folk be all noyvous round coloreds",“ drmalvo woodslamar httptcochnxcplzwr ” hidey hidey hoe white folk noyvous round coloreds
1255,6,0,6,0,1,"&#8220;@DrakeTakeCare12: You don&#8217;t listen when I talk, maybe you&#8217;ll listen when I walk.&#8221; That bitch still won't listen",“ draketakecare12 ’ listen talk maybe ’ listen walk ” bitch still wont listen
1256,3,0,3,0,1,&#8220;@DramaDough: &#8220;@naraBprettyass: Crip bitches b dusty asf&#8221;&#128514;&#128514;&#128514;&#128553;&#8221;&#128514;,“ dramadough “ narabprettyass crip bitches b dusty asf ” 😂😂😂😩 ” 😂
1257,3,0,3,0,1,&#8220;@DreStiles &#8220;@DrTruth247: Buddy drug the whole train lmao good ... extra ass hoes&#8221; hate them NY hoes&#8221;me too,“ drestiles “ drtruth247 buddy drug whole train lmao good extra ass hoes ” hate ny hoes ”
1258,3,0,3,0,1,&#8220;@DreamGirlsOnly: &#128525; http://t.co/w43KPs9Zp0&#8221; now this hoe bad,“ dreamgirlsonly 😍 httptcow43kps9zp0 ” hoe bad
